t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2
335,0.259797,4.12809,0.370101,5.17133,0.370101,5.17133
336,0.259698,4.14184,0.370151,5.19133,0.370151,5.19133
337,0.259604,4.15547,0.370198,5.21133,0.370198,5.21133
338,0.259515,4.169,0.370242,5.23133,0.370242,5.23133
339,0.259431,4.18244,0.370285,5.25134,0.370285,5.25134
340,0.259351,4.19578,0.370325,5.27134,0.370325,5.27134
341,0.259275,4.20903,0.370362,5.29134,0.370362,5.29134
342,0.259204,4.2222,0.370398,5.31135,0.370398,5.31135
343,0.259137,4.2353,0.370432,5.33136,0.370432,5.33136
344,0.259073,4.24832,0.370463,5.35136,0.370463,5.35136
345,0.259014,4.26128,0.370493,5.37137,0.370493,5.37137
346,0.258958,4.27417,0.370521,5.39138,0.370521,5.39138
347,0.258906,4.287,0.370547,5.41139,0.370547,5.41139
348,0.258857,4.29978,0.370572,5.4314,0.370572,5.4314
349,0.258811,4.31251,0.370594,5.45141,0.370594,5.45141
350,0.258769,4.32518,0.370616,5.47142,0.370616,5.47142
351,0.258729,4.33781,0.370635,5.49144,0.370635,5.49144
352,0.258693,4.3504,0.370654,5.51145,0.370654,5.51145
353,0.258659,4.36294,0.37067,5.53146,0.37067,5.53146
354,0.258628,4.37545,0.370686,5.55147,0.370686,5.55147
355,0.258599,4.38792,0.370701,5.57148,0.370701,5.57148
356,0.258572,4.40035,0.370714,5.5915,0.370714,5.5915
357,0.258548,4.41274,0.370726,5.61151,0.370726,5.61151
358,0.258526,4.42511,0.370737,5.63152,0.370737,5.63152
359,0.258506,4.43744,0.370747,5.65154,0.370747,5.65154
360,0.258487,4.44975,0.370756,5.67155,0.370756,5.67155
361,0.258471,4.46203,0.370765,5.69157,0.370765,5.69157
362,0.258455,4.47428,0.370772,5.71158,0.370772,5.71158
363,0.258442,4.4865,0.370779,5.7316,0.370779,5.7316
364,0.258429,4.49871,0.370785,5.75161,0.370785,5.75161
365,0.258418,4.51089,0.370791,5.77163,0.370791,5.77163
