E,T,R0,R,E/V0,N_R0
1731.66,1.42645,5.95772,5.95772,17.3166,0.8068232449
1731.78,3.89831,3.89231,3.89231,17.3178,0.4996149215
1731.9,6.00498,3.25273,3.25273,17.319,0.3513536285
1732.02,4.29456,3.86117,3.86117,17.3202,0.4734303367
1732.14,4.43301,3.8972,3.8972,17.3214,0.4678393462
1732.26,3.09318,1.5413,1.5413,17.3226,0.3325723706
1732.38,5.64297,0.364617,0.364617,17.3238,0.060692754
1732.5,2.34383,7.88904,7.88904,17.325,0.7709508672
1732.62,4.73619,2.56782,2.56782,17.3262,0.3515630455
1732.74,8.4888,0.808044,0.808044,17.3274,0.086915947
1732.86,0.0583346,11.9476,11.9476,17.3286,0.9951411863
1732.98,2.61124,2.021,2.021,17.3298,0.4362900022
1733.1,2.66387,1.99487,1.99487,17.331,0.4281994702
1733.22,1.12619,3.83549,3.83549,17.3322,0.773022444
1733.33,10.8713,2.86168,2.86168,17.3333,0.2083801185
1733.45,1.40842,5.37011,5.37011,17.3345,0.7922233877
1733.57,4.04776,1.20902,1.20902,17.3357,0.2299925049
1733.69,5.26739,1.48341,1.48341,17.3369,0.2197384014
1733.81,2.25773,5.07785,5.07785,17.3381,0.6922220193
1733.93,8.75058,1.65537,1.65537,17.3393,0.1590791807
1734.05,3.38565,0.86829,0.86829,17.3405,0.2041143034
1734.17,0.987992,1.70897,1.70897,17.3417,0.6336648421
1734.29,4.86015,1.62937,1.62937,17.3429,0.2510771213
1734.41,2.75407,3.5939,3.5939,17.3441,0.5661494935
1734.53,1.77274,0.901461,0.901461,17.3453,0.3370954539
1734.65,3.76974,4.1562,4.1562,17.3465,0.5243794427
1734.77,4.10646,1.70595,1.70595,17.3477,0.2935013187
1734.89,4.04116,2.85235,2.85235,17.3489,0.4137732447
1735.01,4.09144,2.9586,2.9586,17.3501,0.4196571934
1735.13,2.91828,1.2664,1.2664,17.3513,0.30262768
1735.25,2.18674,2.25501,2.25501,17.3525,0.5076850341
1735.37,0.0126087,0.744762,0.744762,17.3537,0.9833520098
1735.49,6.34274,0.960601,0.960601,17.3549,0.1315289811
1735.61,1.41599,0.0019779,0.0019779,17.3561,0.0013948835
1735.73,2.48338,4.62607,4.62607,17.3573,0.6506930916
1735.85,15.1637,2.92224,2.92224,17.3585,0.1615752347
1735.97,0.518074,4.55802,4.55802,17.3597,0.8979384543
1736.09,0.722779,4.52623,4.52623,17.3609,0.8623018174
1736.21,2.39336,0.143814,0.143814,17.3621,0.0566827502
1736.33,0.361686,3.01769,3.01769,17.3633,0.8929725488
1736.45,0.721659,0.8677,0.8677,17.3645,0.5459433646
1736.56,0.90025,1.75822,1.75822,17.3656,0.6613653718
1736.68,0.405072,2.32999,2.32999,17.3668,0.8518965932
1736.8,1.64691,5.14464,5.14464,17.368,0.7575060185
1736.92,5.22721,2.61557,2.61557,17.3692,0.3335003659
1737.04,0.766217,0.394996,0.394996,17.3704,0.3401580933
1737.16,4.2465,0.776877,0.776877,17.3716,0.1546523385
1737.28,0.234032,1.91096,1.91096,17.3728,0.8908937656
1737.4,0.492343,2.46839,2.46839,17.374,0.8337090849
1737.52,1.64358,1.99544,1.99544,17.3752,0.5483454337
1737.64,0.304908,0.17397,0.17397,17.3764,0.3632866826
1737.76,0.65912,1.07798,1.07798,17.3776,0.6205630073
1737.88,3.08046,10.1348,10.1348,17.3788,0.7669012944
1738,6.51097,5.97078,5.97078,17.38,0.4783608068
1738.12,4.19525,6.407,6.407,17.3812,0.6043056898
1738.24,0.308187,5.3206,5.3206,17.3824,0.9452480614
1738.36,0.167692,0.630344,0.630344,17.3836,0.7898691287
1738.48,2.67928,2.12289,2.12289,17.3848,0.442068898
1738.6,0.354372,0.600846,0.600846,17.386,0.6290145286
1738.72,0.912391,0.755129,0.755129,17.3872,0.4528455431
1738.84,4.27483,1.3107,1.3107,17.3884,0.2346599159
1738.96,1.50076,1.81399,1.81399,17.3896,0.5472479071
1739.08,1.07333,5.62709,5.62709,17.3908,0.8398115342
1739.2,1.62535,3.86269,3.86269,17.392,0.7038378
1739.32,1.59548,8.35395,8.35395,17.3932,0.8396410649
1739.44,3.47258,0.541319,0.541319,17.3944,0.1348611412
1739.56,1.16726,9.10817,9.10817,17.3956,0.8864028075
1739.68,0.605458,0.342599,0.342599,17.3968,0.3613696223
1739.8,1.60107,0.396054,0.396054,17.398,0.1983121729
1739.92,0.919036,0.916257,0.916257,17.3992,0.4992429002
1740.04,5.23691,1.84994,1.84994,17.4004,0.2610384021
1740.16,0.543799,3.34868,3.34868,17.4016,0.8602949431
1740.28,0.868941,2.56219,2.56219,17.4028,0.7467479382
1740.4,3.61486,0.665397,0.665397,17.404,0.1554572541
1740.52,2.83355,1.53425,1.53425,17.4052,0.3512637941
1740.64,1.15164,3.72826,3.72826,17.4064,0.7640033607
1740.76,2.21135,0.0957366,0.0957366,17.4076,0.0414967518
1740.88,1.5986,2.32278,2.32278,17.4088,0.5923373914
1741,0.0744768,3.21513,3.21513,17.41,0.977359969
1741.12,6.03103,0.0642986,0.0642986,17.4112,0.0105488324
1741.24,3.04698,1.94005,1.94005,17.4124,0.3890191156
1741.36,0.618127,4.81495,4.81495,17.4136,0.886228927
1741.48,6.47356,0.133785,0.133785,17.4148,0.0202479211
1741.6,2.80853,9.52912,9.52912,17.416,0.772361025
1741.72,3.42806,4.27965,4.27965,17.4172,0.5552427375
1741.83,0.206671,4.9493,4.9493,17.4183,0.9599161826
1741.95,9.08352,0.099451,0.099451,17.4195,0.0108299373
1742.07,1.83586,7.60133,7.60133,17.4207,0.8054653981
1742.19,0.810067,2.79441,2.79441,17.4219,0.775260877
1742.31,0.845699,1.01746,1.01746,17.4231,0.5460940263
1742.43,0.00548613,7.00765,7.00765,17.4243,0.9992177351
1742.55,1.33241,4.89767,4.89767,17.4255,0.7861327623
1742.67,3.30048,2.06109,2.06109,17.4267,0.384419116
1742.79,0.789206,3.96767,3.96767,17.4279,0.834091534
1742.91,2.39787,3.6426,3.6426,17.4291,0.6030325455
1743.03,14.9338,8.24114,8.24114,17.4303,0.3556056672
1743.15,4.63696,2.80609,2.80609,17.4315,0.3770080814
1743.27,1.77016,2.52413,2.52413,17.4327,0.5877875039
1743.39,0.776532,5.65906,5.65906,17.4339,0.8793379071
1743.51,1.2594,2.21995,2.21995,17.4351,0.63803584
1743.63,6.01166,2.75338,2.75338,17.4363,0.3141320519
1743.75,4.21115,2.57692,2.57692,17.4375,0.3796248418
1743.87,1.47674,5.48557,5.48557,17.4387,0.7878951095
1743.99,7.12782,5.20177,5.20177,17.4399,0.4218931854
1744.11,5.64201,8.95011,8.95011,17.4411,0.6133522751
1744.23,2.83898,10.1151,10.1151,17.4423,0.7808427924
1744.35,8.72653,7.50894,7.50894,17.4435,0.4625021635
1744.47,4.33827,2.03278,2.03278,17.4447,0.3190651462
1744.59,2.86925,2.67096,2.67096,17.4459,0.482104469
1744.71,7.68376,0.503317,0.503317,17.4471,0.0614770082
1744.83,4.10434,19.174,19.174,17.4483,0.823684163
1744.95,3.83583,2.63401,2.63401,17.4495,0.4071213508
1745.07,2.10066,7.47661,7.47661,17.4507,0.7806619214
1745.19,3.76102,2.21131,2.21131,17.4519,0.3702591786
1745.31,5.85366,4.3847,4.3847,17.4531,0.4282619482
1745.43,3.93251,4.71665,4.71665,17.4543,0.5453304136
1745.55,3.75576,1.38678,1.38678,17.4555,0.2696682962
1745.67,23.1259,6.46652,6.46652,17.4567,0.2185194722
1745.79,3.73134,5.86435,5.86435,17.4579,0.6111441699
1745.91,19.0554,2.48468,2.48468,17.4591,0.115351475
1746.03,4.04685,13.3305,13.3305,17.4603,0.7671192673
1746.15,4.22425,3.00429,3.00429,17.4615,0.4156150481
1746.27,4.46609,1.70453,1.70453,17.4627,0.2762331824
1746.39,7.27513,3.63108,3.63108,17.4639,0.3329369231
1746.51,1.49911,2.54347,2.54347,17.4651,0.6291699855
1746.63,3.2704,0.217432,0.217432,17.4663,0.0623401586
1746.75,7.76644,1.44641,1.44641,17.4675,0.1569991913
1746.87,13.7925,0.236065,0.236065,17.4687,0.0168274517
1746.99,14.6218,5.86627,5.86627,17.4699,0.28632614
1747.11,1.47523,7.88137,7.88137,17.4711,0.8423326849
1747.23,6.97793,7.13438,7.13438,17.4723,0.505543033
1747.35,0.932074,0.231796,0.231796,17.4735,0.1991597
1747.47,0.38592,6.54527,6.54527,17.4747,0.9443212493
1747.59,16.4601,3.67309,3.67309,17.4759,0.1824395439
1747.71,2.41639,3.41215,3.41215,17.4771,0.5854210488
1747.83,4.06646,3.06469,3.06469,17.4783,0.4297609782
1747.95,6.1417,5.08394,5.08394,17.4795,0.4528864279
1748.07,5.21883,9.29964,9.29964,17.4807,0.6405385691
1748.19,4.30126,0.873632,0.873632,17.4819,0.168821301
1748.31,4.39954,3.51058,3.51058,17.4831,0.4438086906
1748.43,0.395412,0.0545662,0.0545662,17.4843,0.1212640968
1748.55,3.62399,1.85114,1.85114,17.4855,0.3380997346
1748.67,4.07968,0.739502,0.739502,17.4867,0.1534496933
1748.79,0.166637,2.35613,2.35613,17.4879,0.9339467339
1748.91,5.43031,1.60398,1.60398,17.4891,0.228023013
1749.03,2.16948,0.198252,0.198252,17.4903,0.0837307601
1749.15,0.456947,0.764254,0.764254,17.4915,0.6258216297
1749.27,0.760845,0.841053,0.841053,17.4927,0.5250353019
1749.39,1.95255,1.94418,1.94418,17.4939,0.4989260226
1749.51,2.06058,3.94947,3.94947,17.4951,0.6571442833
1749.64,1.31001,0.378389,0.378389,17.4964,0.2241111254
1749.76,1.44366,0.457425,0.457425,17.4976,0.2406125975
1749.88,6.30051,1.06257,1.06257,17.4988,0.1443105331
1750,2.98219,3.7575,3.7575,17.5,0.5575182241
1750.12,2.22279,4.30345,4.30345,17.5012,0.6594072544
1750.24,1.2751,5.56205,5.56205,17.5024,0.8135041647
1750.36,2.90688,5.52634,5.52634,17.5036,0.6553060397
1750.48,2.32,4.29371,4.29371,17.5048,0.6492135277
1750.6,6.21701,4.22234,4.22234,17.506,0.4044638795
1750.72,0.42857,5.30036,5.30036,17.5072,0.9251919643
1750.84,4.80644,4.95182,4.95182,17.5084,0.5074490739
1750.96,0.221006,1.82449,1.82449,17.5096,0.8919548119
1751.08,3.84701,0.115927,0.115927,17.5108,0.0292527991
1751.2,0.673467,6.21411,6.21411,17.512,0.9022200405
1751.32,1.67692,1.01797,1.01797,17.5132,0.3777408354
1751.44,13.9776,2.0425,2.0425,17.5144,0.127496083
1751.56,0.261565,13.7485,13.7485,17.5156,0.981330208
1751.68,8.83333,1.81318,1.81318,17.5168,0.1703074529
1751.8,0.664765,0.674083,0.674083,17.518,0.5034798573
1751.92,2.63284,7.07299,7.07299,17.5192,0.7287362338
1752.04,0.547628,0.305756,0.305756,17.5204,0.3582865392
1752.16,3.26311,2.20828,2.20828,17.5216,0.403604934
1752.28,2.5526,2.44695,2.44695,17.5228,0.4894340491
1752.4,6.47459,1.79667,1.79667,17.524,0.2172184165
1752.52,1.40186,1.48751,1.48751,17.5252,0.5148215701
1752.64,0.631936,4.13717,4.13717,17.5264,0.8674938238
1752.76,5.17474,0.69697,0.69697,17.5276,0.1186996633
1752.88,4.70694,1.67189,1.67189,17.5288,0.2620997895
1753,11.6845,5.82719,5.82719,17.53,0.332760002
1753.12,1.71381,6.09993,6.09993,17.5312,0.7806671325
1753.24,4.90711,2.31532,2.31532,17.5324,0.3205735466
1753.36,3.28099,0.0460714,0.0460714,17.5336,0.0138474751
1753.48,1.9111,11.9599,11.9599,17.5348,0.8622233437
1753.6,3.28661,9.95656,9.95656,17.536,0.7518260356
1753.72,0.331749,0.954559,0.954559,17.5372,0.7420920961
1753.84,2.44537,7.58046,7.58046,17.5384,0.7560930118
1753.96,2.69559,1.16954,1.16954,17.5396,0.3025874938
1754.08,4.12808,4.9026,4.9026,17.5408,0.5428827065
1754.2,0.637527,4.35831,4.35831,17.542,0.8723883505
1754.32,4.95476,4.72629,4.72629,17.5432,0.4882001436
1754.44,5.2949,3.85567,3.85567,17.5444,0.4213584509
1754.56,7.02497,3.54944,3.54944,17.5456,0.3356631718
1754.68,0.833087,8.30635,8.30635,17.5468,0.908847011
1754.8,4.79866,0.546481,0.546481,17.548,0.1022388371
1754.93,7.05499,1.46343,1.46343,17.5493,0.1717959434
1755.05,0.299404,2.76074,2.76074,17.5505,0.9021601598
1755.17,10.3822,14.8055,14.8055,17.5517,0.5878067469
1755.29,1.52697,2.59825,2.59825,17.5529,0.6298451961
1755.41,8.4148,10.3938,10.3938,17.5541,0.5526089129
1755.53,6.34491,10.4061,10.4061,17.5553,0.6212222427
1755.65,1.14048,5.99395,5.99395,17.5565,0.8401442021
1755.77,10.316,5.08905,5.08905,17.5577,0.3303494633
1755.89,5.05591,7.16381,7.16381,17.5589,0.5862499304
1756.01,14.35,11.7727,11.7727,17.5601,0.4506693412
1756.13,4.15604,0.88229,0.88229,17.5613,0.1751155641
1756.25,1.43491,6.43219,6.43219,17.5625,0.8176062336
1756.37,2.77483,1.97735,1.97735,17.5637,0.4160932456
1756.49,8.77767,1.21236,1.21236,17.5649,0.1213569929
1756.61,5.31561,7.82507,7.82507,17.5661,0.5954844042
1756.73,1.8855,1.55183,1.55183,17.5673,0.4514637815
1756.85,3.99662,2.8054,2.8054,17.5685,0.4124363057
1756.97,0.718781,6.0086,6.0086,17.5697,0.8931558953
1757.09,3.5613,10.4879,10.4879,17.5709,0.7465122569
1757.21,1.31586,2.68043,2.68043,17.5721,0.6707296017
1757.33,15.6345,6.26116,6.26116,17.5733,0.2859543855
1757.45,1.85656,3.20132,3.20132,17.5745,0.6329371199
1757.57,0.715078,6.41178,6.41178,17.5757,0.8996643402
1757.69,0.947849,3.37163,3.37163,17.5769,0.7805640449
1757.81,3.07256,7.64381,7.64381,17.5781,0.7132835092
1757.93,10.1888,0.745629,0.745629,17.5793,0.0681909407
1758.05,9.79842,4.0094,4.0094,17.5805,0.2903716879
1758.18,3.17338,9.85215,9.85215,17.5818,0.7563722935
1758.3,0.731122,0.595863,0.595863,17.583,0.4490352189
1758.42,9.6957,1.55746,1.55746,17.5842,0.1384020133
1758.54,8.50567,5.50537,5.50537,17.5854,0.3929308602
1758.66,2.55332,1.98426,1.98426,17.5866,0.4372947695
1758.78,6.11617,15.6322,15.6322,17.5878,0.7187757059
1758.9,4.7463,0.46596,0.46596,17.589,0.0893969219
1759.02,5.19294,3.00816,3.00816,17.5902,0.3667995757
1759.14,1.27051,1.1907,1.1907,17.5914,0.4837864303
1759.26,6.0347,1.57409,1.57409,17.5926,0.2068778347
1759.38,1.69915,1.13901,1.13901,17.5938,0.4013198692
1759.5,5.75128,3.62626,3.62626,17.595,0.3866962977
1759.62,6.92162,5.38524,5.38524,17.5962,0.4375803414
1759.74,4.03618,15.576,15.576,17.5974,0.7942003388
1759.86,13.8674,8.7666,8.7666,17.5986,0.3873199611
1759.98,2.3383,0.759121,0.759121,17.5998,0.245081634
1760.1,1.40469,1.25352,1.25352,17.601,0.4715654519
1760.22,4.45759,4.74195,4.74195,17.6022,0.5154551206
1760.34,0.0711823,2.38153,2.38153,17.6034,0.970978129
1760.46,7.04044,3.83501,3.83501,17.6046,0.3526300061
1760.58,15.1276,2.04679,2.04679,17.6058,0.1191768674
1760.71,1.24424,6.24907,6.24907,17.6071,0.8339532196
1760.83,3.97166,0.160111,0.160111,17.6083,0.0387511796
1760.95,10.7054,8.53986,8.53986,17.6095,0.4437383543
1761.07,0.05776,1.73015,1.73015,17.6107,0.9676941233
1761.19,0.353198,1.32911,1.32911,17.6119,0.7900515245
1761.31,5.4746,2.05502,2.05502,17.6131,0.2729247957
1761.43,2.20228,0.0796605,0.0796605,17.6143,0.0349091048
1761.55,0.534768,4.04518,4.04518,17.6155,0.8832371023
1761.67,2.12748,0.392874,0.392874,17.6167,0.1558804835
1761.79,0.210083,0.463484,0.463484,17.6179,0.6881037818
1761.91,5.82063,4.45275,4.45275,17.6191,0.433426
1762.03,2.95439,10.6039,10.6039,17.6203,0.7820971524
1762.15,3.58738,0.662469,0.662469,17.6215,0.1558805972
1762.27,1.84981,2.2474,2.2474,17.6227,0.5485196024
1762.39,1.0183,1.46829,1.46829,17.6239,0.5904833527
1762.51,8.06927,1.6724,1.6724,17.6251,0.1716748771
1762.63,3.02924,4.66933,4.66933,17.6263,0.6065191328
1762.75,2.49537,7.27173,7.27173,17.6275,0.7445127008
1762.88,3.3085,0.373671,0.373671,17.6288,0.1014811642
1763,4.09811,6.11577,6.11577,17.63,0.5987704966
1763.12,3.62119,0.632754,0.632754,17.6312,0.1487452585
1763.24,2.43544,0.740598,0.740598,17.6324,0.2331829783
1763.36,4.04116,0.684359,0.684359,17.6336,0.1448219762
1763.48,2.37749,5.59734,5.59734,17.6348,0.7018757767
1763.6,4.64285,9.37161,9.37161,17.636,0.6687100324
1763.72,5.70783,7.72688,7.72688,17.6372,0.5751430437
1763.84,0.836523,7.15886,7.15886,17.6384,0.8953742429
1763.96,3.66707,1.63104,1.63104,17.6396,0.3078531778
1764.08,0.786368,0.544298,0.544298,17.6408,0.4090417881
1764.2,3.4823,2.26601,2.26601,17.642,0.3942045575
1764.32,0.105978,4.06911,4.06911,17.6432,0.9746165829
1764.44,1.23923,2.05721,2.05721,17.6444,0.6240702091
1764.56,3.79291,4.63855,4.63855,17.6456,0.5501478985
1764.68,1.75327,7.02793,7.02793,17.6468,0.8003382226
1764.81,3.98283,4.71879,4.71879,17.6481,0.5422886773
1764.93,14.5053,3.349,3.349,17.6493,0.1875738618
1765.05,2.32614,0.157569,0.157569,17.6505,0.063441007
1765.17,15.7095,13.6434,13.6434,17.6517,0.4648058625
1765.29,7.02563,9.8928,9.8928,17.6529,0.5847351084
1765.41,0.92895,3.06691,3.06691,17.6541,0.7675218852
1765.53,3.81866,3.45611,3.45611,17.6553,0.4750816864
1765.65,3.44092,0.98081,0.98081,17.6565,0.2218158956
1765.77,12.4234,10.8866,10.8866,17.6577,0.467035607
1765.89,2.50952,9.01124,9.01124,17.6589,0.7821740927
1766.01,6.73071,0.10783,0.10783,17.6601,0.0157679856
1766.13,11.0193,5.46202,5.46202,17.6613,0.3314067077
1766.25,9.92861,5.60655,5.60655,17.6625,0.3608942554
1766.37,3.27663,5.27765,5.27765,17.6637,0.616960165
1766.49,2.73503,2.89291,2.89291,17.6649,0.5140264466
1766.62,1.05643,4.45516,4.45516,17.6662,0.8083257281
1766.74,1.6519,4.06093,4.06093,17.6674,0.7108438375
1766.86,5.20866,2.95234,2.95234,17.6686,0.361762039
1766.98,9.3494,0.904278,0.904278,17.6698,0.0881905985
1767.1,12.6452,20.4613,20.4613,17.671,0.6180447948
1767.22,11.2297,9.2618,9.2618,17.6722,0.4519825293
1767.34,13.1084,1.47018,1.47018,17.6734,0.1008452126
1767.46,13.7731,16.6132,16.6132,17.6746,0.5467332318
1767.58,6.8979,2.53678,2.53678,17.6758,0.2688782237
1767.7,22.4455,3.69668,3.69668,17.677,0.1414067228
1767.82,9.66609,15.4328,15.4328,17.6782,0.6148797815
1767.94,7.71645,8.41505,8.41505,17.6794,0.521653287
1768.06,4.15763,8.77999,8.77999,17.6806,0.6786402754
1768.19,8.22636,1.3905,1.3905,17.6819,0.1445898141
1768.31,0.102751,3.75416,3.75416,17.6831,0.9733592504
1768.43,13.2765,7.10585,7.10585,17.6843,0.3486276116
1768.55,6.09968,3.25596,3.25596,17.6855,0.3480210867
1768.67,1.25067,5.1077,5.1077,17.6867,0.8033033623
1768.79,5.60375,1.41393,1.41393,17.6879,0.2014811163
1768.91,3.9948,4.70689,4.70689,17.6891,0.5409167644
1769.03,5.0536,7.98951,7.98951,17.6903,0.6125463942
1769.15,6.83002,11.0918,11.0918,17.6915,0.6188991966
1769.27,3.52081,1.32139,1.32139,17.6927,0.2728904217
1769.39,1.13644,5.46106,5.46106,17.6939,0.8277468738
1769.51,3.05994,1.04957,1.04957,17.6951,0.2554002789
1769.63,12.9931,10.3874,10.3874,17.6963,0.4442762131
1769.76,0.323845,17.7517,17.7517,17.6976,0.9820838044
1769.88,6.28253,12.3422,12.3422,17.6988,0.662678063
1770,1.0069,4.64163,4.64163,17.7,0.8217412318
1770.12,0.844164,0.220004,0.220004,17.7012,0.2067380338
1770.24,5.26798,0.256104,0.256104,17.7024,0.0463613515
1770.36,7.495,1.07807,1.07807,17.7036,0.1257507521
1770.48,5.03887,10.6584,10.6584,17.7048,0.6789970485
1770.6,3.9473,6.8454,6.8454,17.706,0.6342620475
1770.72,3.86345,6.13992,6.13992,17.7072,0.6137851544
1770.84,4.65576,2.35988,2.35988,17.7084,0.3363741583
1770.96,1.58221,3.00007,3.00007,17.7096,0.6547111918
1771.08,0.267123,0.316086,0.316086,17.7108,0.5419772329
1771.21,8.39556,8.52287,8.52287,17.7121,0.503762465
1771.33,3.62456,5.13508,5.13508,17.7133,0.5862204383
1771.45,6.8397,16.6184,16.6184,17.7145,0.7084290714
1771.57,14.8695,8.59278,8.59278,17.7157,0.3662380638
1771.69,1.81815,2.97638,2.97638,17.7169,0.6207866047
1771.81,6.58783,12.3934,12.3934,17.7181,0.6529292359
1771.93,0.368815,1.97953,1.97953,17.7193,0.8429468413
1772.05,11.3388,4.53618,4.53618,17.7205,0.285743982
1772.17,7.81012,9.64082,9.64082,17.7217,0.5524527619
1772.29,0.597203,1.72215,1.72215,17.7229,0.742513106
1772.41,4.44255,0.734513,0.734513,17.7241,0.1418783198
1772.54,4.33096,1.34247,1.34247,17.7254,0.2366240528
1772.66,16.7459,0.118902,0.118902,17.7266,0.0070503051
1772.78,2.9667,4.43898,4.43898,17.7278,0.5994020806
1772.9,7.7134,1.6433,1.6433,17.729,0.1756281595
1773.02,0.324569,3.68391,3.68391,17.7302,0.9190293875
1773.14,0.313057,2.69023,2.69023,17.7314,0.8957618769
1773.26,5.27356,6.32796,6.32796,17.7326,0.5454423214
1773.38,1.42935,0.809187,0.809187,17.7338,0.3614802882
1773.5,3.2363,10.7293,10.7293,17.735,0.7682663115
1773.62,6.77607,1.46108,1.46108,17.7362,0.177376884
1773.74,3.96121,1.21585,1.21585,17.7374,0.2348533724
1773.87,8.66538,1.38979,1.38979,17.7387,0.1382164598
1773.99,6.84188,0.247321,0.247321,17.7399,0.0348870063
1774.11,0.188503,13.1069,13.1069,17.7411,0.9858219416
1774.23,1.28052,10.4827,10.4827,17.7423,0.8911420512
1774.35,6.11402,0.399377,0.399377,17.7435,0.0613162379
1774.47,5.62565,23.0588,23.0588,17.7447,0.8038780594
1774.59,0.715486,5.53439,5.53439,17.7459,0.8855199687
1774.71,13.4236,0.170952,0.170952,17.7471,0.0125750374
1774.83,2.16002,1.83562,1.83562,17.7483,0.4594057523
1774.95,4.55142,6.12967,6.12967,17.7495,0.5738805684
1775.08,2.08264,5.8377,5.8377,17.7508,0.7370516922
1775.2,5.72718,1.46651,1.46651,17.752,0.2038606056
1775.32,1.12163,0.281243,0.281243,17.7532,0.2004764508
1775.44,2.01718,4.03759,4.03759,17.7544,0.6668444879
1775.56,3.9242,5.54256,5.54256,17.7556,0.5854759178
1775.68,2.45905,11.5274,11.5274,17.7568,0.8241834061
1775.8,6.19748,3.78088,3.78088,17.758,0.3789079568
1775.92,2.61152,1.57,1.57,17.7592,0.3754615546
1776.04,1.72186,3.06935,3.06935,17.7604,0.640621054
1776.16,15.1886,1.90538,1.90538,17.7616,0.1114649719
1776.29,5.99788,1.44267,1.44267,17.7629,0.1938929246
1776.41,0.494008,10.903,10.903,17.7641,0.9566545886
1776.53,2.52519,5.04785,5.04785,17.7653,0.6665553067
1776.65,0.408063,0.700256,0.700256,17.7665,0.6318180957
1776.77,9.4754,3.67315,3.67315,17.7677,0.2793577999
1776.89,7.00619,1.65147,1.65147,17.7689,0.1907524666
1777.01,0.824957,0.0722115,0.0722115,17.7701,0.0804882249
1777.13,5.06319,2.20239,2.20239,17.7713,0.3031265226
1777.25,3.10444,1.19294,1.19294,17.7725,0.2775970475
1777.38,0.930781,1.98803,1.98803,17.7738,0.681109534
1777.5,3.72063,1.52646,1.52646,17.775,0.290915536
1777.62,2.86402,9.91005,9.91005,17.7762,0.7757942457
1777.74,2.48997,6.99221,6.99221,17.7774,0.7374053224
1777.86,8.86138,0.344047,0.344047,17.7786,0.0373743662
1777.98,3.75622,11.4043,11.4043,17.7798,0.7522367307
1778.1,2.00667,4.17328,4.17328,17.781,0.6752934894
1778.22,15.6584,8.02908,8.02908,17.7822,0.3389588086
1778.34,3.5274,1.40698,1.40698,17.7834,0.2851381531
1778.47,10.6321,0.61344,0.61344,17.7847,0.0545496259
1778.59,2.96409,8.16439,8.16439,17.7859,0.733648261
1778.71,4.39761,3.83882,3.83882,17.7871,0.4660781431
1778.83,6.64644,8.63985,8.63985,17.7883,0.5652025442
1778.95,8.25013,3.08806,3.08806,17.7895,0.2723591684
1779.07,21.5766,6.93932,6.93932,17.7907,0.2433489784
1779.19,17.927,11.6372,11.6372,17.7919,0.3936247218
1779.31,11.0034,1.24815,1.24815,17.7931,0.1018769054
1779.43,1.37232,5.86037,5.86037,17.7943,0.8102614657
1779.56,5.87227,17.5444,17.5444,17.7956,0.7492269396
1779.68,2.6369,4.08374,4.08374,17.7968,0.6076415341
1779.8,1.78548,8.04011,8.04011,17.798,0.818282668
1779.92,5.3964,1.93581,1.93581,17.7992,0.2640145331
1780.04,7.42334,0.311268,0.311268,17.8004,0.0402435392
1780.16,6.86388,4.71915,4.71915,17.8016,0.4074193022
1780.28,3.81137,15.9059,15.9059,17.8028,0.806698899
1780.4,4.37569,3.32234,3.32234,17.804,0.4315831453
1780.53,1.09044,0.959396,0.959396,17.8053,0.4680354916
1780.65,12.0513,1.50143,1.50143,17.8065,0.1107843217
1780.77,7.89186,7.05459,7.05459,17.8077,0.4719910079
1780.89,8.25696,12.2286,12.2286,17.8089,0.5969375502
1781.01,13.7972,3.71811,3.71811,17.8101,0.2122777159
1781.13,8.32091,12.7775,12.7775,17.8113,0.6056143567
1781.25,0.907786,14.4436,14.4436,17.8125,0.9408661863
1781.37,9.09781,8.53328,8.53328,17.8137,0.4839904963
1781.49,0.636286,12.1765,12.1765,17.8149,0.9503397622
1781.62,0.608802,3.25858,3.25858,17.8162,0.8425803295
1781.74,13.1147,10.3623,10.3623,17.8174,0.441380926
1781.86,2.9726,14.4962,14.4962,17.8186,0.8298337608
1781.98,4.9315,1.23488,1.23488,17.8198,0.2002601202
1782.1,1.00669,2.94818,2.94818,17.821,0.7454556028
1782.22,9.9183,7.27001,7.27001,17.8222,0.4229624669
1782.34,9.79328,7.86027,7.86027,17.8234,0.4452515216
1782.46,21.9135,15.9243,15.9243,17.8246,0.4208569209
1782.59,8.30899,5.54701,5.54701,17.8259,0.4003327079
1782.71,0.110335,0.956311,0.956311,17.8271,0.8965589333
1782.83,3.42044,10.5909,10.5909,17.8283,0.7558805939
1782.95,2.32355,1.55362,1.55362,17.8295,0.4007097961
1783.07,5.0092,1.65774,1.65774,17.8307,0.2486508053
1783.19,19.6102,11.176,11.176,17.8319,0.3630197946
1783.31,0.207512,24.3016,24.3016,17.8331,0.9915332714
1783.43,5.29947,4.07664,4.07664,17.8343,0.4347901208
1783.56,6.39715,9.0182,9.0182,17.8356,0.5850142877
1783.68,0.451737,0.10025,0.10025,17.8368,0.181616596
1783.8,1.28801,1.38747,1.38747,17.838,0.5185873189
1783.92,14.1355,2.38426,2.38426,17.8392,0.1443277626
1784.04,1.15126,4.47937,4.47937,17.8404,0.7955362011
1784.16,0.429838,9.26902,9.26902,17.8416,0.9556815864
1784.28,9.53248,1.08064,1.08064,17.8428,0.1018211421
1784.41,3.97951,0.227049,0.227049,17.8441,0.0539749948
1784.53,3.39459,23.1119,23.1119,17.8453,0.8719336283
