t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4,Norm_5,AvgX_5,Norm_6,AvgX_6,Norm_L0,Norm_L1,Norm_L2
148,0.995911,67.8655,0.00204265,0.139194,0.00204265,0.139194,1.04738E-06,7.13731E-05,1.04738E-06,7.13731E-05,1.04738E-06,7.13731E-05,1.04738E-06,7.13731E-05,0.995911,0.0040853,4.18952E-06
149,0.998752,68.5114,0.000623707,0.0427844,0.000623707,0.0427844,9.7374E-08,6.67956E-06,9.7374E-08,6.67956E-06,9.7374E-08,6.67956E-06,9.7374E-08,6.67956E-06,0.998752,0.001247414,3.89496E-07
150,0.999956,69.0466,2.21927E-05,0.0015324,2.21927E-05,0.0015324,1.23134E-10,8.50237E-09,1.23134E-10,8.50237E-09,1.23134E-10,8.50237E-09,1.23134E-10,8.50237E-09,0.999956,4.43854E-05,4.92536E-10
151,0.999516,69.4685,0.000242119,0.0168278,0.000242119,0.0168278,1.46625E-08,1.01907E-06,1.46625E-08,1.01907E-06,1.46625E-08,1.01907E-06,1.46625E-08,1.01907E-06,0.999516,0.000484238,5.865E-08
152,0.997434,69.775,0.00128202,0.0896828,0.00128202,0.0896828,4.11948E-07,2.88177E-05,4.11948E-07,2.88177E-05,4.11948E-07,2.88177E-05,4.11948E-07,2.88177E-05,0.997434,0.00256404,1.647792E-06
153,0.99372,69.9646,0.00313494,0.220721,0.00313494,0.220721,2.4725E-06,0.00017408,2.4725E-06,0.00017408,2.4725E-06,0.00017408,2.4725E-06,0.00017408,0.99372,0.00626988,0.00000989
154,0.988389,70.036,0.00578854,0.410169,0.00578854,0.410169,8.4752E-06,0.000600542,8.4752E-06,0.000600542,8.4752E-06,0.000600542,8.4752E-06,0.000600542,0.988389,0.01157708,3.39008E-05
155,0.981463,69.9888,0.00922509,0.657847,0.00922509,0.657847,2.16774E-05,0.00154583,2.16774E-05,0.00154583,2.16774E-05,0.00154583,2.16774E-05,0.00154583,0.981463,0.01845018,8.67096E-05
156,0.972972,69.8228,0.0134217,0.963172,0.0134217,0.963172,4.62864E-05,0.00332162,4.62864E-05,0.00332162,4.62864E-05,0.00332162,4.62864E-05,0.00332162,0.972972,0.0268434,0.0001851456
157,0.96295,69.5385,0.0183503,1.32515,0.0183503,1.32515,8.74225E-05,0.00631313,8.74225E-05,0.00631313,8.74225E-05,0.00631313,8.74225E-05,0.00631313,0.96295,0.0367006,0.00034969
158,0.951439,69.1368,0.0239782,1.74238,0.0239782,1.74238,0.000151074,0.0109779,0.000151074,0.0109779,0.000151074,0.0109779,0.000151074,0.0109779,0.951439,0.0479564,0.000604296
159,0.938488,68.6192,0.0302677,2.21308,0.0302677,2.21308,0.000244045,0.0178438,0.000244045,0.0178438,0.000244045,0.0178438,0.000244045,0.0178438,0.938488,0.0605354,0.00097618
160,0.92415,67.9878,0.0371771,2.73504,0.0371771,2.73504,0.000373894,0.0275066,0.000373894,0.0275066,0.000373894,0.0275066,0.000373894,0.0275066,0.92415,0.0743542,0.001495576
161,0.908484,67.2449,0.0446604,3.30571,0.0446604,3.30571,0.000548868,0.0406266,0.000548868,0.0406266,0.000548868,0.0406266,0.000548868,0.0406266,0.908484,0.0893208,0.002195472
162,0.891553,66.3937,0.0526678,3.92215,0.0526678,3.92215,0.000777827,0.0579245,0.000777827,0.0579245,0.000777827,0.0579245,0.000777827,0.0579245,0.891553,0.1053356,0.003111308
163,0.873427,65.4374,0.0611462,4.58109,0.0611462,4.58109,0.00107017,0.0801774,0.00107017,0.0801774,0.00107017,0.0801774,0.00107017,0.0801774,0.873427,0.1222924,0.00428068
164,0.854178,64.3801,0.0700393,5.27892,0.0700393,5.27892,0.00143574,0.108213,0.00143574,0.108213,0.00143574,0.108213,0.00143574,0.108213,0.854178,0.1400786,0.00574296
165,0.833884,63.2261,0.0792883,6.01173,0.0792883,6.01173,0.00188474,0.142903,0.00188474,0.142903,0.00188474,0.142903,0.00188474,0.142903,0.833884,0.1585766,0.00753896
166,0.812626,61.98,0.0888319,6.77533,0.0888319,6.77533,0.00242766,0.185161,0.00242766,0.185161,0.00242766,0.185161,0.00242766,0.185161,0.812626,0.1776638,0.00971064
167,0.790485,60.6471,0.0986071,7.56527,0.0986071,7.56527,0.00307512,0.235928,0.00307512,0.235928,0.00307512,0.235928,0.00307512,0.235928,0.790485,0.1972142,0.01230048
168,0.76755,59.2327,0.108549,8.37689,0.108549,8.37689,0.00383786,0.296172,0.00383786,0.296172,0.00383786,0.296172,0.00383786,0.296172,0.76755,0.217098,0.01535144
169,0.743907,57.7427,0.118594,9.20533,0.118594,9.20533,0.00472654,0.366878,0.00472654,0.366878,0.00472654,0.366878,0.00472654,0.366878,0.743907,0.237188,0.01890616
170,0.719646,56.183,0.128673,10.0456,0.128673,10.0456,0.00575172,0.449039,0.00575172,0.449039,0.00575172,0.449039,0.00575172,0.449039,0.719646,0.257346,0.02300688
171,0.694859,54.5601,0.138723,10.8925,0.138723,10.8925,0.00692372,0.543648,0.00692372,0.543648,0.00692372,0.543648,0.00692372,0.543648,0.694859,0.277446,0.02769488
172,0.669637,52.8804,0.148677,11.7408,0.148677,11.7408,0.00825251,0.651691,0.00825251,0.651691,0.00825251,0.651691,0.00825251,0.651691,0.669637,0.297354,0.03301004
173,0.64407,51.1507,0.15847,12.5853,0.15847,12.5853,0.00974762,0.774135,0.00974762,0.774135,0.00974762,0.774135,0.00974762,0.774135,0.64407,0.31694,0.03899048
174,0.618251,49.3777,0.168038,13.4207,0.168038,13.4207,0.0114181,0.911922,0.0114181,0.911922,0.0114181,0.911922,0.0114181,0.911922,0.618251,0.336076,0.0456724
175,0.592269,47.5683,0.177321,14.2416,0.177321,14.2416,0.0132722,1.06596,0.0132722,1.06596,0.0132722,1.06596,0.0132722,1.06596,0.592269,0.354642,0.0530888
176,0.566214,45.7296,0.186258,15.0429,0.186258,15.0429,0.0153176,1.23711,0.0153176,1.23711,0.0153176,1.23711,0.0153176,1.23711,0.566214,0.372516,0.0612704
177,0.540171,43.8685,0.194792,15.8195,0.194792,15.8195,0.0175611,1.42617,0.0175611,1.42617,0.0175611,1.42617,0.0175611,1.42617,0.540171,0.389584,0.0702444
178,0.514227,41.9919,0.202869,16.5664,0.202869,16.5664,0.0200086,1.63391,0.0200086,1.63391,0.0200086,1.63391,0.0200086,1.63391,0.514227,0.405738,0.0800344
179,0.488463,40.1068,0.210438,17.2787,0.210438,17.2787,0.0226651,1.86099,0.0226651,1.86099,0.0226651,1.86099,0.0226651,1.86099,0.488463,0.420876,0.0906604
180,0.462958,38.22,0.217452,17.952,0.217452,17.952,0.0255344,2.10802,0.0255344,2.10802,0.0255344,2.10802,0.0255344,2.10802,0.462958,0.434904,0.1021376
181,0.437788,36.338,0.223868,18.5818,0.223868,18.5818,0.0286193,2.3755,0.0286193,2.3755,0.0286193,2.3755,0.0286193,2.3755,0.437788,0.447736,0.1144772
182,0.413024,34.4673,0.229645,19.1642,0.229645,19.1642,0.0319213,2.66386,0.0319213,2.66386,0.0319213,2.66386,0.0319213,2.66386,0.413024,0.45929,0.1276852
183,0.388735,32.6142,0.234751,19.6952,0.234751,19.6952,0.0354407,2.97342,0.0354407,2.97342,0.0354407,2.97342,0.0354407,2.97342,0.388735,0.469502,0.1417628
184,0.364983,30.7846,0.239155,20.1716,0.239155,20.1716,0.0391767,3.30437,0.0391767,3.30437,0.0391767,3.30437,0.0391767,3.30437,0.364983,0.47831,0.1567068
185,0.341827,28.9843,0.242833,20.5903,0.242833,20.5903,0.0431269,3.65683,0.0431269,3.65683,0.0431269,3.65683,0.0431269,3.65683,0.341827,0.485666,0.1725076
186,0.319321,27.2186,0.245764,20.9487,0.245764,20.9487,0.0472878,4.03077,0.0472878,4.03077,0.0472878,4.03077,0.0472878,4.03077,0.319321,0.491528,0.1891512
187,0.297513,25.4925,0.247935,21.2444,0.247935,21.2444,0.0516545,4.42604,0.0516545,4.42604,0.0516545,4.42604,0.0516545,4.42604,0.297513,0.49587,0.206618
188,0.276447,23.8109,0.249335,21.4757,0.249335,21.4757,0.0562206,4.84239,0.0562206,4.84239,0.0562206,4.84239,0.0562206,4.84239,0.276447,0.49867,0.2248824
189,0.256161,22.1779,0.249963,21.6413,0.249963,21.6413,0.0609785,5.2794,0.0609785,5.2794,0.0609785,5.2794,0.0609785,5.2794,0.256161,0.499926,0.243914
190,0.236687,20.5975,0.249818,21.7401,0.249818,21.7401,0.0659193,5.73656,0.0659193,5.73656,0.0659193,5.73656,0.0659193,5.73656,0.236687,0.499636,0.2636772
191,0.218053,19.0731,0.248908,21.772,0.248908,21.772,0.0710324,6.21319,0.0710324,6.21319,0.0710324,6.21319,0.0710324,6.21319,0.218053,0.497816,0.2841296
192,0.200281,17.6078,0.247247,21.7368,0.247247,21.7368,0.0763064,6.70851,0.0763064,6.70851,0.0763064,6.70851,0.0763064,6.70851,0.200281,0.494494,0.3052256
193,0.183386,16.2042,0.24485,21.6351,0.24485,21.6351,0.0817284,7.22158,0.0817284,7.22158,0.0817284,7.22158,0.0817284,7.22158,0.183386,0.4897,0.3269136
194,0.167381,14.8644,0.241741,21.4681,0.241741,21.4681,0.0872842,7.75136,0.0872842,7.75136,0.0872842,7.75136,0.0872842,7.75136,0.167381,0.483482,0.3491368
195,0.15227,13.5902,0.237948,21.2371,0.237948,21.2371,0.0929586,8.29665,0.0929586,8.29665,0.0929586,8.29665,0.0929586,8.29665,0.15227,0.475896,0.3718344
196,0.138054,12.3829,0.233502,20.9442,0.233502,20.9442,0.0987354,8.85615,0.0987354,8.85615,0.0987354,8.85615,0.0987354,8.85615,0.138054,0.467004,0.3949416
197,0.12473,11.2432,0.228441,20.5918,0.228441,20.5918,0.104597,9.42842,0.104597,9.42842,0.104597,9.42842,0.104597,9.42842,0.12473,0.456882,0.418388
198,0.112287,10.1715,0.222806,20.1828,0.222806,20.1828,0.110525,10.0119,0.110525,10.0119,0.110525,10.0119,0.110525,10.0119,0.112287,0.445612,0.4421
199,0.100714,9.16791,0.216641,19.7206,0.216641,19.7206,0.116501,10.605,0.116501,10.605,0.116501,10.605,0.116501,10.605,0.100714,0.433282,0.466004
200,0.089992,8.23186,0.209995,19.2089,0.209995,19.2089,0.122505,11.2059,0.122505,11.2059,0.122505,11.2059,0.122505,11.2059,0.089992,0.41999,0.49002
201,0.0801,7.36256,0.202919,18.6518,0.202919,18.6518,0.128515,11.8127,0.128515,11.8127,0.128515,11.8127,0.128515,11.8127,0.0801,0.405838,0.51406
202,0.071013,6.55881,0.19547,18.0537,0.19547,18.0537,0.134512,12.4236,0.134512,12.4236,0.134512,12.4236,0.134512,12.4236,0.071013,0.39094,0.538048
203,0.0627026,5.81907,0.187702,17.4196,0.187702,17.4196,0.140473,13.0365,0.140473,13.0365,0.140473,13.0365,0.140473,13.0365,0.0627026,0.375404,0.561892
204,0.0551379,5.14147,0.179677,16.7544,0.179677,16.7544,0.146377,13.6493,0.146377,13.6493,0.146377,13.6493,0.146377,13.6493,0.0551379,0.359354,0.585508
205,0.0482851,4.52386,0.171454,16.0636,0.171454,16.0636,0.152202,14.2599,0.152202,14.2599,0.152202,14.2599,0.152202,14.2599,0.0482851,0.342908,0.608808
206,0.0421086,3.96383,0.163095,15.3527,0.163095,15.3527,0.157925,14.866,0.157925,14.866,0.157925,14.866,0.157925,14.866,0.0421086,0.32619,0.6317
207,0.0365709,3.45873,0.154664,14.6275,0.154664,14.6275,0.163525,15.4656,0.163525,15.4656,0.163525,15.4656,0.163525,15.4656,0.0365709,0.309328,0.6541
208,0.0316331,3.00574,0.146224,13.894,0.146224,13.894,0.16898,16.0562,0.16898,16.0562,0.16898,16.0562,0.16898,16.0562,0.0316331,0.292448,0.67592
209,0.0272557,2.60185,0.137837,13.1581,0.137837,13.1581,0.174267,16.6357,0.174267,16.6357,0.174267,16.6357,0.174267,16.6357,0.0272557,0.275674,0.697068
210,0.0233984,2.24398,0.129567,12.4258,0.129567,12.4258,0.179367,17.2018,0.179367,17.2018,0.179367,17.2018,0.179367,17.2018,0.0233984,0.259134,0.717468
211,0.0200209,1.92891,0.121474,11.7034,0.121474,11.7034,0.184258,17.7522,0.184258,17.7522,0.184258,17.7522,0.184258,17.7522,0.0200209,0.242948,0.737032
212,0.0170832,1.65342,0.113619,10.9968,0.113619,10.9968,0.18892,18.2848,0.18892,18.2848,0.18892,18.2848,0.18892,18.2848,0.0170832,0.227238,0.75568
213,0.0145459,1.41426,0.10606,10.312,0.10606,10.312,0.193333,18.7974,0.193333,18.7974,0.193333,18.7974,0.193333,18.7974,0.0145459,0.21212,0.773332
214,0.0123708,1.20824,0.0988532,9.6549,0.0988532,9.6549,0.197481,19.2877,0.197481,19.2877,0.197481,19.2877,0.197481,19.2877,0.0123708,0.1977064,0.789924
215,0.010521,1.03222,0.0920511,9.03114,0.0920511,9.03114,0.201344,19.7539,0.201344,19.7539,0.201344,19.7539,0.201344,19.7539,0.010521,0.1841022,0.805376
216,0.00896162,0.883175,0.0857042,8.44622,0.0857042,8.44622,0.204907,20.1938,0.204907,20.1938,0.204907,20.1938,0.204907,20.1938,0.00896162,0.1714084,0.819628
217,0.00765954,0.758229,0.0798593,7.90538,0.0798593,7.90538,0.208155,20.6056,0.208155,20.6056,0.208155,20.6056,0.208155,20.6056,0.00765954,0.1597186,0.83262
218,0.00658428,0.654687,0.0745593,7.41356,0.0745593,7.41356,0.211074,20.9875,0.211074,20.9875,0.211074,20.9875,0.211074,20.9875,0.00658428,0.1491186,0.844296
219,0.005708,0.570069,0.0698433,6.97539,0.0698433,6.97539,0.213651,21.3378,0.213651,21.3378,0.213651,21.3378,0.213651,21.3378,0.005708,0.1396866,0.854604
220,0.00500581,0.502142,0.0657459,6.5951,0.0657459,6.5951,0.215876,21.6549,0.215876,21.6549,0.215876,21.6549,0.215876,21.6549,0.00500581,0.1314918,0.863504
221,0.004456,0.448949,0.0622973,6.27655,0.0622973,6.27655,0.217737,21.9374,0.217737,21.9374,0.217737,21.9374,0.217737,21.9374,0.004456,0.1245946,0.870948
222,0.00404024,0.408837,0.0595227,6.02317,0.0595227,6.02317,0.219229,22.184,0.219229,22.184,0.219229,22.184,0.219229,22.184,0.00404024,0.1190454,0.876916
223,0.00374374,0.380478,0.0574424,5.8379,0.0574424,5.8379,0.220343,22.3935,0.220343,22.3935,0.220343,22.3935,0.220343,22.3935,0.00374374,0.1148848,0.881372
224,0.0035554,0.362898,0.0560718,5.72322,0.0560718,5.72322,0.221075,22.565,0.221075,22.565,0.221075,22.565,0.221075,22.565,0.0035554,0.1121436,0.8843
225,0.00346789,0.355488,0.0554209,5.68111,0.0554209,5.68111,0.221423,22.6977,0.221423,22.6977,0.221423,22.6977,0.221423,22.6977,0.00346789,0.1108418,0.885692
226,0.00347772,0.358021,0.0554944,5.71299,0.0554944,5.71299,0.221383,22.7908,0.221383,22.7908,0.221383,22.7908,0.221383,22.7908,0.00347772,0.1109888,0.885532
227,0.00358528,0.370666,0.0562919,5.81977,0.0562919,5.81977,0.220958,22.8438,0.220958,22.8438,0.220958,22.8438,0.220958,22.8438,0.00358528,0.1125838,0.883832
228,0.00379485,0.393995,0.0578075,6.00179,0.0578075,6.00179,0.220148,22.8565,0.220148,22.8565,0.220148,22.8565,0.220148,22.8565,0.00379485,0.115615,0.880592
229,0.00411453,0.428987,0.06003,6.25883,0.06003,6.25883,0.218956,22.8287,0.218956,22.8287,0.218956,22.8287,0.218956,22.8287,0.00411453,0.12006,0.875824
230,0.00455617,0.477028,0.0629432,6.59012,0.0629432,6.59012,0.217389,22.7605,0.217389,22.7605,0.217389,22.7605,0.217389,22.7605,0.00455617,0.1258864,0.869556
231,0.0051353,0.53991,0.0665257,6.99431,0.0665257,6.99431,0.215453,22.6521,0.215453,22.6521,0.215453,22.6521,0.215453,22.6521,0.0051353,0.1330514,0.861812
232,0.00587095,0.619821,0.0707512,7.4695,0.0707512,7.4695,0.213157,22.5038,0.213157,22.5038,0.213157,22.5038,0.213157,22.5038,0.00587095,0.1415024,0.852628
233,0.00678549,0.719339,0.0755886,8.01325,0.0755886,8.01325,0.210509,22.3164,0.210509,22.3164,0.210509,22.3164,0.210509,22.3164,0.00678549,0.1511772,0.842036
234,0.00790443,0.841412,0.0810024,8.62256,0.0810024,8.62256,0.207523,22.0904,0.207523,22.0904,0.207523,22.0904,0.207523,22.0904,0.00790443,0.1620048,0.830092
235,0.00925617,0.989343,0.0869528,9.29393,0.0869528,9.29393,0.20421,21.8269,0.20421,21.8269,0.20421,21.8269,0.20421,21.8269,0.00925617,0.1739056,0.81684
236,0.0108718,1.16677,0.093396,10.0234,0.093396,10.0234,0.200584,21.5269,0.200584,21.5269,0.200584,21.5269,0.200584,21.5269,0.0108718,0.186792,0.802336
237,0.0127846,1.37764,0.100284,10.8064,0.100284,10.8064,0.196662,21.1917,0.196662,21.1917,0.196662,21.1917,0.196662,21.1917,0.0127846,0.200568,0.786648
238,0.0150302,1.62616,0.107567,11.6381,0.107567,11.6381,0.192459,20.8227,0.192459,20.8227,0.192459,20.8227,0.192459,20.8227,0.0150302,0.215134,0.769836
239,0.0176456,1.91682,0.115191,12.5131,0.115191,12.5131,0.187993,20.4215,0.187993,20.4215,0.187993,20.4215,0.187993,20.4215,0.0176456,0.230382,0.751972
240,0.0206693,2.25429,0.123099,13.4257,0.123099,13.4257,0.183283,19.9897,0.183283,19.9897,0.183283,19.9897,0.183283,19.9897,0.0206693,0.246198,0.733132
241,0.0241409,2.64342,0.131233,14.3699,0.131233,14.3699,0.178348,19.5291,0.178348,19.5291,0.178348,19.5291,0.178348,19.5291,0.0241409,0.262466,0.713392
242,0.0281005,3.08922,0.139532,15.3393,0.139532,15.3393,0.173209,19.0417,0.173209,19.0417,0.173209,19.0417,0.173209,19.0417,0.0281005,0.279064,0.692836
243,0.0325884,3.59676,0.147934,16.3274,0.147934,16.3274,0.167886,18.5295,0.167886,18.5295,0.167886,18.5295,0.167886,18.5295,0.0325884,0.295868,0.671544
244,0.0376446,4.17117,0.156378,17.3273,0.156378,17.3273,0.1624,17.9946,0.1624,17.9946,0.1624,17.9946,0.1624,17.9946,0.0376446,0.312756,0.6496
245,0.0433089,4.8176,0.164799,18.3319,0.164799,18.3319,0.156773,17.4392,0.156773,17.4392,0.156773,17.4392,0.156773,17.4392,0.0433089,0.329598,0.627092
246,0.0496196,5.54113,0.173135,19.3344,0.173135,19.3344,0.151028,16.8656,0.151028,16.8656,0.151028,16.8656,0.151028,16.8656,0.0496196,0.34627,0.604112
247,0.056614,6.34677,0.181323,20.3274,0.181323,20.3274,0.145185,16.2761,0.145185,16.2761,0.145185,16.2761,0.145185,16.2761,0.056614,0.362646,0.58074
248,0.0643274,7.23938,0.189301,21.3039,0.189301,21.3039,0.139268,15.6731,0.139268,15.6731,0.139268,15.6731,0.139268,15.6731,0.0643274,0.378602,0.557072
249,0.0727929,8.22363,0.197009,22.2566,0.197009,22.2566,0.133297,15.059,0.133297,15.059,0.133297,15.059,0.133297,15.059,0.0727929,0.394018,0.533188
250,0.0820411,9.30395,0.204387,23.1787,0.204387,23.1787,0.127296,14.4361,0.127296,14.4361,0.127296,14.4361,0.127296,14.4361,0.0820411,0.408774,0.509184
251,0.0920996,10.4845,0.21138,24.0632,0.21138,24.0632,0.121285,13.807,0.121285,13.807,0.121285,13.807,0.121285,13.807,0.0920996,0.42276,0.48514
252,0.102993,11.7691,0.217932,24.9034,0.217932,24.9034,0.115286,13.1739,0.115286,13.1739,0.115286,13.1739,0.115286,13.1739,0.102993,0.435864,0.461144
253,0.114741,13.1612,0.223993,25.6929,0.223993,25.6929,0.109318,12.5392,0.109318,12.5392,0.109318,12.5392,0.109318,12.5392,0.114741,0.447986,0.437272
254,0.127361,14.6639,0.229516,26.4255,0.229516,26.4255,0.103402,11.9052,0.103402,11.9052,0.103402,11.9052,0.103402,11.9052,0.127361,0.459032,0.413608
255,0.140866,16.2796,0.234455,27.0955,0.234455,27.0955,0.0975559,11.2743,0.0975559,11.2743,0.0975559,11.2743,0.0975559,11.2743,0.140866,0.46891,0.3902236
256,0.155263,18.0104,0.238771,27.6973,0.238771,27.6973,0.0917985,10.6486,0.0917985,10.6486,0.0917985,10.6486,0.0917985,10.6486,0.155263,0.477542,0.367194
257,0.170556,19.8579,0.242428,28.2261,0.242428,28.2261,0.0861469,10.0301,0.0861469,10.0301,0.0861469,10.0301,0.0861469,10.0301,0.170556,0.484856,0.3445876
258,0.186743,21.8231,0.245395,28.6773,0.245395,28.6773,0.080617,9.42105,0.080617,9.42105,0.080617,9.42105,0.080617,9.42105,0.186743,0.49079,0.322468
259,0.203816,23.9061,0.247644,29.0468,0.247644,29.0468,0.075224,8.82322,0.075224,8.82322,0.075224,8.82322,0.075224,8.82322,0.203816,0.495288,0.300896
260,0.221765,26.1069,0.249154,29.3312,0.249154,29.3312,0.0699816,8.23846,0.0699816,8.23846,0.0699816,8.23846,0.0699816,8.23846,0.221765,0.498308,0.2799264
261,0.240571,28.4243,0.249909,29.5277,0.249909,29.5277,0.0649025,7.66846,0.0649025,7.66846,0.0649025,7.66846,0.0649025,7.66846,0.240571,0.499818,0.25961
262,0.260212,30.8569,0.249898,29.6338,0.249898,29.6338,0.0599981,7.1148,0.0599981,7.1148,0.0599981,7.1148,0.0599981,7.1148,0.260212,0.499796,0.2399924
263,0.280659,33.4022,0.249114,29.6479,0.249114,29.6479,0.0552784,6.57888,0.0552784,6.57888,0.0552784,6.57888,0.0552784,6.57888,0.280659,0.498228,0.2211136
264,0.301879,36.0573,0.247556,29.5689,0.247556,29.5689,0.0507522,6.062,0.0507522,6.062,0.0507522,6.062,0.0507522,6.062,0.301879,0.495112,0.2030088
265,0.323832,38.8185,0.24523,29.3964,0.24523,29.3964,0.0464268,5.56529,0.0464268,5.56529,0.0464268,5.56529,0.0464268,5.56529,0.323832,0.49046,0.1857072
266,0.346474,41.6814,0.242146,29.1306,0.242146,29.1306,0.0423083,5.08975,0.0423083,5.08975,0.0423083,5.08975,0.0423083,5.08975,0.346474,0.484292,0.1692332
267,0.369755,44.6407,0.23832,28.7724,0.23832,28.7724,0.0384013,4.6362,0.0384013,4.6362,0.0384013,4.6362,0.0384013,4.6362,0.369755,0.47664,0.1536052
268,0.393621,47.6907,0.233771,28.3234,0.233771,28.3234,0.0347091,4.20531,0.0347091,4.20531,0.0347091,4.20531,0.0347091,4.20531,0.393621,0.467542,0.1388364
269,0.418012,50.8249,0.228526,27.7859,0.228526,27.7859,0.0312337,3.79762,0.0312337,3.79762,0.0312337,3.79762,0.0312337,3.79762,0.418012,0.457052,0.1249348
270,0.442864,54.0361,0.222616,27.1626,0.222616,27.1626,0.0279759,3.41348,0.0279759,3.41348,0.0279759,3.41348,0.0279759,3.41348,0.442864,0.445232,0.1119036
271,0.468108,57.3165,0.216076,26.457,0.216076,26.457,0.0249349,3.0531,0.0249349,3.0531,0.0249349,3.0531,0.0249349,3.0531,0.468108,0.432152,0.0997396
272,0.493672,60.6577,0.208946,25.6733,0.208946,25.6733,0.022109,2.71655,0.022109,2.71655,0.022109,2.71655,0.022109,2.71655,0.493672,0.417892,0.088436
273,0.519479,64.0506,0.20127,24.8161,0.20127,24.8161,0.0194953,2.40373,0.0194953,2.40373,0.0194953,2.40373,0.0194953,2.40373,0.519479,0.40254,0.0779812
274,0.54545,67.4856,0.193096,23.8907,0.193096,23.8907,0.0170896,2.1144,0.0170896,2.1144,0.0170896,2.1144,0.0170896,2.1144,0.54545,0.386192,0.0683584
275,0.571502,70.9527,0.184476,22.9029,0.184476,22.9029,0.0148868,1.84821,0.0148868,1.84821,0.0148868,1.84821,0.0148868,1.84821,0.571502,0.368952,0.0595472
276,0.59755,74.4414,0.175464,21.8589,0.175464,21.8589,0.0128807,1.60465,0.0128807,1.60465,0.0128807,1.60465,0.0128807,1.60465,0.59755,0.350928,0.0515228
277,0.623506,77.9407,0.166118,20.7654,0.166118,20.7654,0.0110645,1.38311,0.0110645,1.38311,0.0110645,1.38311,0.0110645,1.38311,0.623506,0.332236,0.044258
278,0.649281,81.4393,0.156499,19.6296,0.156499,19.6296,0.00943038,1.18285,0.00943038,1.18285,0.00943038,1.18285,0.00943038,1.18285,0.649281,0.312998,0.03772152
279,0.674785,84.9254,0.146668,18.459,0.146668,18.459,0.00796976,1.00304,0.00796976,1.00304,0.00796976,1.00304,0.00796976,1.00304,0.674785,0.293336,0.03187904
280,0.699927,88.3874,0.13669,17.2613,0.13669,17.2613,0.00667357,0.842745,0.00667357,0.842745,0.00667357,0.842745,0.00667357,0.842745,0.699927,0.27338,0.02669428
281,0.724614,91.813,0.126629,16.0446,0.126629,16.0446,0.00553218,0.700961,0.00553218,0.700961,0.00553218,0.700961,0.00553218,0.700961,0.724614,0.253258,0.02212872
282,0.748757,95.1901,0.116551,14.8172,0.116551,14.8172,0.00453553,0.576606,0.00453553,0.576606,0.00453553,0.576606,0.00453553,0.576606,0.748757,0.233102,0.01814212
283,0.772263,98.5064,0.106522,13.5874,0.106522,13.5874,0.00367326,0.468545,0.00367326,0.468545,0.00367326,0.468545,0.00367326,0.468545,0.772263,0.213044,0.01469304
284,0.795045,101.75,0.0966082,12.3639,0.0966082,12.3639,0.00293478,0.375593,0.00293478,0.375593,0.00293478,0.375593,0.00293478,0.375593,0.795045,0.1932164,0.01173912
